Lat,Long
51.504074,-0.037641
51.504166,-0.037725
51.504181,-0.037782
51.504189,-0.037761
51.504131,-0.037803
51.504086,-0.037754
51.504063,-0.037784
51.503986,-0.037884
51.503933,-0.037976
51.503922,-0.038098
51.503914,-0.03821
51.503922,-0.038158
51.50391,-0.038069
51.50391,-0.037975
51.503971,-0.037928
51.504063,-0.037757
51.504131,-0.03762
