Lat,Long
51.500416,-0.040294
51.500416,-0.040294
51.500496,-0.040202
51.500507,-0.040203
51.500576,-0.040188
51.500671,-0.040112
51.500687,-0.040135
51.500698,-0.040119
51.500744,-0.040088
51.500816,-0.039932
