Lat,Long
51.499741,-0.040499
51.499741,-0.040499
51.499741,-0.040499
51.499783,-0.040435
51.499832,-0.040415
51.499859,-0.040420
51.499859,-0.040420
51.499859,-0.040394
51.499897,-0.040371
51.499920,-0.040388
51.499931,-0.040365
51.500015,-0.040267
